达人昵称,链接,达人认证,达人类目,达人粉丝数,10万以上点赞带货视频个数,5-10万点赞带货视频个数,1-5万点赞带货视频个数
三哥三嫂,http://www.99doushang.com/v/rank/star/detail?uid=72807510336&starName=,,搞笑,625732,1,0,1
锦衣卫,http://www.99doushang.com/v/rank/star/detail?uid=795679648136199&starName=,,美食,991855,1,0,0
女生知识,http://www.99doushang.com/v/rank/star/detail?uid=3575255576347228&starName=,,美妆,648145,1,0,1
渔夫之家海产品,http://www.99doushang.com/v/rank/star/detail?uid=874808874376814&starName=,,,75652,1,0,0
海南慕齐果业,http://www.99doushang.com/v/rank/star/detail?uid=3742327650132275&starName=,,美食,275230,1,2,0
何飞虎,http://www.99doushang.com/v/rank/star/detail?uid=95415112438&starName=,,,3200,1,0,0
阿龙擒拿格斗,http://www.99doushang.com/v/rank/star/detail?uid=64200662224&starName=,,体育,2090764,1,0,0
芒果小师妹,http://www.99doushang.com/v/rank/star/detail?uid=102933395891&starName=,,剧情,1910571,1,0,5
PS合成教学-T.Dn,http://www.99doushang.com/v/rank/star/detail?uid=77255431328&starName=,,摄影教学,695354,1,0,2
动漫君,http://www.99doushang.com/v/rank/star/detail?uid=59247868759&starName=,,,162510,1,0,1
可可首饰商行,http://www.99doushang.com/v/rank/star/detail?uid=108006378010&starName=,,,27767,1,0,0
顶级销售思维,http://www.99doushang.com/v/rank/star/detail?uid=108955593283&starName=,,职场,735930,4,0,5
智慧人生,http://www.99doushang.com/v/rank/star/detail?uid=92466372611&starName=,,情感,631576,3,0,5
我想喝可乐,http://www.99doushang.com/v/rank/star/detail?uid=3302564389205112&starName=,,,3768,1,0,0
莱小农好物,http://www.99doushang.com/v/rank/star/detail?uid=97659427673&starName=,,美食,618372,1,0,1
晏大小姐Vivi,http://www.99doushang.com/v/rank/star/detail?uid=95879187718&starName=,优质视频创作者,时尚,4435418,1,1,5
高个子敏哥,http://www.99doushang.com/v/rank/star/detail?uid=106830885549&starName=,,穿搭,594468,1,0,3
恋与川,http://www.99doushang.com/v/rank/star/detail?uid=102662389380&starName=,,帅哥,4650779,2,0,0
硬核男女,http://www.99doushang.com/v/rank/star/detail?uid=3689571198700715&starName=,,剧情,567239,1,2,0
钟婷xo,http://www.99doushang.com/v/rank/star/detail?uid=58664008125&starName=,,美女,16270023,1,0,2
玲珑绳艺阁-手工编绳教程,http://www.99doushang.com/v/rank/star/detail?uid=78924023360&starName=,,才艺,1400942,1,0,0
汪仔饭的日常,http://www.99doushang.com/v/rank/star/detail?uid=101576933543&starName=,,宠物,1519696,1,0,0
红酒侃谈会-威赛帝斯,http://www.99doushang.com/v/rank/star/detail?uid=109910293841&starName=,,,119494,1,0,1
随手做美食,http://www.99doushang.com/v/rank/star/detail?uid=100263877845&starName=,,美食,3037310,1,0,0
李佳琦Austin,http://www.99doushang.com/v/rank/star/detail?uid=81939158402&starName=,抖音人气好物推荐官,美妆,34077636,11,1,0
小九儿😄,http://www.99doushang.com/v/rank/star/detail?uid=58576422322&starName=,,,10497,1,0,1
拓森篮球,http://www.99doushang.com/v/rank/star/detail?uid=68072752582&starName=,,体育,823042,3,3,12
老徐爱分享,http://www.99doushang.com/v/rank/star/detail?uid=3883075364201239&starName=,,种草,292363,1,0,3
黑牛奶少女穿搭,http://www.99doushang.com/v/rank/star/detail?uid=3258577974199028&starName=,,种草,779180,2,0,4
吕裤叉(游戏直播),http://www.99doushang.com/v/rank/star/detail?uid=66113210673&starName=,,游戏,366136,1,0,1
好听音乐,http://www.99doushang.com/v/rank/star/detail?uid=1859995129089740&starName=,,音乐,295082,1,0,0
小媛媛儿,http://www.99doushang.com/v/rank/star/detail?uid=101900540213&starName=,,美妆,666481,1,1,0
浚县天天服装,http://www.99doushang.com/v/rank/star/detail?uid=3135443642626372&starName=,,穿搭,483184,1,0,0
城关区雁滩美琪美发店,http://www.99doushang.com/v/rank/star/detail?uid=77880476419&starName=,,时尚,129305,1,0,0
艾美丽,http://www.99doushang.com/v/rank/star/detail?uid=98495270578&starName=,,时尚,275369,1,2,4
不潘,http://www.99doushang.com/v/rank/star/detail?uid=57607508637&starName=,,生活,650059,1,4,1
鹿灯,http://www.99doushang.com/v/rank/star/detail?uid=63296842474&starName=,,帅哥,579002,1,0,0
BiBi酱,http://www.99doushang.com/v/rank/star/detail?uid=96926963506&starName=,,,66251,1,2,0
山东萌域动漫文化有限公司,http://www.99doushang.com/v/rank/star/detail?uid=61355612333&starName=,,,7668,1,0,0
紫林轩,http://www.99doushang.com/v/rank/star/detail?uid=71398102742&starName=,,艺术,2868769,1,0,0
今我来思,http://www.99doushang.com/v/rank/star/detail?uid=107973379699&starName=,,,20670,1,0,0
ulzzang搭配酱,http://www.99doushang.com/v/rank/star/detail?uid=92738827665&starName=,,穿搭,617320,1,0,3
子弹JohnBullet,http://www.99doushang.com/v/rank/star/detail?uid=93124744400&starName=,,体育,675297,1,0,0
创阅读书会,http://www.99doushang.com/v/rank/star/detail?uid=85053271329&starName=,,资讯,1608544,1,0,2
秦巴忆味 秦巴奶奶,http://www.99doushang.com/v/rank/star/detail?uid=92628529822&starName=,优质视频创作者,美食,1738995,1,4,3
小雨穿搭,http://www.99doushang.com/v/rank/star/detail?uid=1631272650673220&starName=,,,83060,1,0,0
小小手工,http://www.99doushang.com/v/rank/star/detail?uid=4208571134251220&starName=,,才艺,606105,1,0,0
zunzun糖,http://www.99doushang.com/v/rank/star/detail?uid=71018093646&starName=,,,74886,1,0,0
九月酥几两,http://www.99doushang.com/v/rank/star/detail?uid=109577621486749&starName=,,美女,302836,1,0,0
涛哥测评,http://www.99doushang.com/v/rank/star/detail?uid=70220673506&starName=,,种草,1909026,1,0,0
5,http://www.99doushang.com/v/rank/star/detail?uid=70274958656&starName=,,,151542,1,1,0
大西米君,http://www.99doushang.com/v/rank/star/detail?uid=89932629814&starName=,,美妆,524567,1,0,6
勇闯天涯,http://www.99doushang.com/v/rank/star/detail?uid=78814612890&starName=,,,55453,3,0,2
诸葛小锦囊,http://www.99doushang.com/v/rank/star/detail?uid=2167890318460996&starName=,,职场,732540,2,0,4
穆姑娘的衣裳,http://www.99doushang.com/v/rank/star/detail?uid=3504879726764132&starName=,,职场,2174381,1,0,5
礼物大魔王,http://www.99doushang.com/v/rank/star/detail?uid=70591295426&starName=,优质视频创作者,才艺,1850616,2,0,1
爆改素人计划,http://www.99doushang.com/v/rank/star/detail?uid=2484547142551564&starName=,,美妆,3772061,5,5,7
神偷锤子,http://www.99doushang.com/v/rank/star/detail?uid=2906735577141341&starName=,,,29954,1,0,0
An、文逸,http://www.99doushang.com/v/rank/star/detail?uid=64347032418&starName=,,,25403,1,0,0
十三穿搭,http://www.99doushang.com/v/rank/star/detail?uid=355863302506263&starName=,,,202424,1,0,3
犀利妈Ly媛媛,http://www.99doushang.com/v/rank/star/detail?uid=59470440973&starName=,,美女,687262,1,1,5
明天,http://www.99doushang.com/v/rank/star/detail?uid=1833626497985796&starName=,,种草,624570,2,2,3
致橡树,http://www.99doushang.com/v/rank/star/detail?uid=61986754338&starName=,,帅哥,553098,1,0,3
尊宝爸爸,http://www.99doushang.com/v/rank/star/detail?uid=57833035660&starName=,,搞笑,10873742,3,6,6
老宋的微醺23点,http://www.99doushang.com/v/rank/star/detail?uid=103429813472&starName=,,美食,5506522,1,1,4
智勇别这样,http://www.99doushang.com/v/rank/star/detail?uid=54280942465&starName=,,搞笑,3006831,1,1,1
宁波街访,http://www.99doushang.com/v/rank/star/detail?uid=59426898565&starName=,,生活,486118,1,1,0
EXCEL100分,http://www.99doushang.com/v/rank/star/detail?uid=105636480961&starName=,,职场,1028873,1,1,2
❤️大猫妈妈,http://www.99doushang.com/v/rank/star/detail?uid=73712010674&starName=,,美女,2238995,1,1,3
侠秀航模,http://www.99doushang.com/v/rank/star/detail?uid=100243010798&starName=,,,196714,1,0,0
小虾米,http://www.99doushang.com/v/rank/star/detail?uid=102269336321&starName=,,穿搭,277633,1,0,1
大漠的旅行,http://www.99doushang.com/v/rank/star/detail?uid=58708896778&starName=,旅游自媒体,旅行,3281148,2,0,6
阿政漫剪zz,http://www.99doushang.com/v/rank/star/detail?uid=60039234464&starName=,,,121697,1,0,0
佛系少女,http://www.99doushang.com/v/rank/star/detail?uid=67683083645&starName=,,穿搭,721140,3,1,4
瓜皮有话说,http://www.99doushang.com/v/rank/star/detail?uid=99221421432&starName=,,,90055,1,0,3
焦糖小桂圆,http://www.99doushang.com/v/rank/star/detail?uid=461429079019236&starName=,,美食,957829,1,0,1
两只家伙,http://www.99doushang.com/v/rank/star/detail?uid=98929365671&starName=,校园短视频创作者,舞蹈,448483,1,0,3
UVN娜娜,http://www.99doushang.com/v/rank/star/detail?uid=61626473408&starName=,,萌娃,843841,1,2,8
小蝌蚪妈妈,http://www.99doushang.com/v/rank/star/detail?uid=89852523288&starName=,优质视频创作者,美妆,5310058,3,2,1
郭子墨,http://www.99doushang.com/v/rank/star/detail?uid=1983133319703324&starName=,,剧情,1361684,1,1,1
Smell 香氛发射站,http://www.99doushang.com/v/rank/star/detail?uid=52787384979&starName=,,,168806,1,0,1
历史风云录,http://www.99doushang.com/v/rank/star/detail?uid=109410209246&starName=,,文学,344858,2,0,8
卖袜子的李仙桃（织围巾）,http://www.99doushang.com/v/rank/star/detail?uid=93558725980&starName=,,创意,576549,1,1,1
小星星bling✨,http://www.99doushang.com/v/rank/star/detail?uid=91712027184&starName=,,情感,546836,3,3,17
含涵呼乎别当峥,http://www.99doushang.com/v/rank/star/detail?uid=58420536204&starName=,,,18572,1,0,0
AK,http://www.99doushang.com/v/rank/star/detail?uid=93252403083&starName=,,体育,442209,1,0,3
男人帮,http://www.99doushang.com/v/rank/star/detail?uid=98540728624&starName=,,,3177,1,0,0
小北大的麻麻,http://www.99doushang.com/v/rank/star/detail?uid=68164787302&starName=,美食自媒体,美食,1231105,1,0,1
爱摇摆的豆浆✨,http://www.99doushang.com/v/rank/star/detail?uid=104850604469&starName=,,时尚,3447023,1,0,5
渣男研究所莫邪,http://www.99doushang.com/v/rank/star/detail?uid=59220767995&starName=,,剧情,10209359,8,0,1
小猴子恭候,http://www.99doushang.com/v/rank/star/detail?uid=94244050921&starName=,,,206560,3,3,3
安可托实验室,http://www.99doushang.com/v/rank/star/detail?uid=2510895452006894&starName=,,,75685,1,0,1
兔牙小姐姐,http://www.99doushang.com/v/rank/star/detail?uid=58680072067&starName=,,美女,1212209,2,1,6
光与谋略,http://www.99doushang.com/v/rank/star/detail?uid=2317374387391966&starName=,,,325670,1,0,5
住宅公园,http://www.99doushang.com/v/rank/star/detail?uid=76472461720&starName=,,家居,3314398,2,1,1
子辰与海,http://www.99doushang.com/v/rank/star/detail?uid=373481706101223&starName=,,剧情,5755592,10,1,0
小黄豆妈美食,http://www.99doushang.com/v/rank/star/detail?uid=58634359034&starName=,,美食,2665419,1,2,2
体面在现场,http://www.99doushang.com/v/rank/star/detail?uid=99116469849&starName=,,,198232,1,0,0
祁么么,http://www.99doushang.com/v/rank/star/detail?uid=81749055170&starName=,,才艺,1720353,3,0,1
炊事班嘚小阿精,http://www.99doushang.com/v/rank/star/detail?uid=54278629747&starName=,,美食,245146,1,2,7
长安旺旭日用百货,http://www.99doushang.com/v/rank/star/detail?uid=1411414015881363&starName=,,,58300,1,0,0
喵星人❤特特❤,http://www.99doushang.com/v/rank/star/detail?uid=78046225263&starName=,优质视频创作者,宠物,5686210,1,0,0
秋叶Word,http://www.99doushang.com/v/rank/star/detail?uid=99621090391&starName=,优质视频创作者,职场,5240615,1,1,1
米糖大姐姐,http://www.99doushang.com/v/rank/star/detail?uid=2765994833747550&starName=,,种草,75053,1,0,3
兵果家居贸易商行,http://www.99doushang.com/v/rank/star/detail?uid=3188224461912029&starName=,,科技,380600,1,0,3
【臭臭爹】美食家常菜🔥,http://www.99doushang.com/v/rank/star/detail?uid=58697601315&starName=,,美食,1533122,2,0,1
福星好物,http://www.99doushang.com/v/rank/star/detail?uid=109092252243&starName=,,种草,91215,1,0,1
荷叶飘香,http://www.99doushang.com/v/rank/star/detail?uid=83786015662&starName=,,美食,2108505,2,4,5
喜加街拍,http://www.99doushang.com/v/rank/star/detail?uid=96826023967&starName=,,穿搭,600583,3,3,3
小诸葛赚钱笔记,http://www.99doushang.com/v/rank/star/detail?uid=62473912781&starName=,,职场,1346779,1,0,0
孟婆十九,http://www.99doushang.com/v/rank/star/detail?uid=102122511249&starName=,,剧情,9050641,4,0,0
我是好平静,http://www.99doushang.com/v/rank/star/detail?uid=72480084939&starName=,,音乐,2128417,2,4,1
K先生---漫剪,http://www.99doushang.com/v/rank/star/detail?uid=86576524487&starName=,,动漫,392215,1,0,1
王老六,http://www.99doushang.com/v/rank/star/detail?uid=71841131267&starName=,,帅哥,7896303,1,0,0
绿茶🍵种草,http://www.99doushang.com/v/rank/star/detail?uid=311871029912388&starName=,,,85735,1,0,0
曹小派,http://www.99doushang.com/v/rank/star/detail?uid=95986186640&starName=,,种草,2439007,1,1,10
马达与发财,http://www.99doushang.com/v/rank/star/detail?uid=67293654399&starName=,抖音vlogger,宠物,4389082,11,7,1
布尔玛,http://www.99doushang.com/v/rank/star/detail?uid=3847882179882814&starName=,,美女,1200693,1,0,1
熊宝憨牛,http://www.99doushang.com/v/rank/star/detail?uid=839633231417963&starName=,,,284247,1,0,3
赤脚电子商务,http://www.99doushang.com/v/rank/star/detail?uid=111467784871&starName=,,,63673,1,0,0
小豆芽妈妈,http://www.99doushang.com/v/rank/star/detail?uid=100461506716&starName=,优质母婴自媒体,母婴育儿,1795864,1,0,1
街拍侠,http://www.99doushang.com/v/rank/star/detail?uid=101410881423&starName=,,美女,813831,2,0,6
亲子手工大全,http://www.99doushang.com/v/rank/star/detail?uid=108013172273&starName=,,教育,571880,2,0,2
化妆师繁子,http://www.99doushang.com/v/rank/star/detail?uid=102636335609&starName=,,美妆,5450744,11,11,2
京宇海鲜商贸,http://www.99doushang.com/v/rank/star/detail?uid=82398999697&starName=,,,126942,1,1,2
晏子Yanzi,http://www.99doushang.com/v/rank/star/detail?uid=103558732328&starName=,,生活,400665,1,2,6
小麦苗,http://www.99doushang.com/v/rank/star/detail?uid=61873120164&starName=,,舞蹈,267997,1,0,1
Ethan清醒思考,http://www.99doushang.com/v/rank/star/detail?uid=3328942007653731&starName=,优质情感自媒体,情感,8624493,1,0,2
陈采尼,http://www.99doushang.com/v/rank/star/detail?uid=104423231197&starName=,,美妆,3313978,1,2,12
西域小男孩,http://www.99doushang.com/v/rank/star/detail?uid=54611135553&starName=,抖音好物推荐官,情感,619471,1,0,2
赣榆区陈凤娇海鲜,http://www.99doushang.com/v/rank/star/detail?uid=637352144548344&starName=,,,151741,1,0,0
芭比简笔画,http://www.99doushang.com/v/rank/star/detail?uid=9431322329&starName=,,才艺,334573,1,0,0
樊登读书精选,http://www.99doushang.com/v/rank/star/detail?uid=108106278817&starName=,,情感,1910979,2,0,4
你想我吗=我是小郑,http://www.99doushang.com/v/rank/star/detail?uid=59243290950&starName=,,美女,2179758,2,1,1
果果家女装GGWOMEN   壹杭,http://www.99doushang.com/v/rank/star/detail?uid=105009379464&starName=,,穿搭,1603385,1,1,2
薛定谔的🆔,http://www.99doushang.com/v/rank/star/detail?uid=73869045015&starName=,,动漫,444197,1,0,1
你的十一,http://www.99doushang.com/v/rank/star/detail?uid=4296537372891988&starName=,,美女,1775499,1,4,3
贪杯,http://www.99doushang.com/v/rank/star/detail?uid=101114910974&starName=,,,120779,1,0,3
拜托了栗子,http://www.99doushang.com/v/rank/star/detail?uid=63902021761&starName=,,时尚,3629420,1,1,0
主持人王芳,http://www.99doushang.com/v/rank/star/detail?uid=96237199469&starName=,主持人，教育人,资讯,3479739,1,3,7
小饿鱼爱做饭,http://www.99doushang.com/v/rank/star/detail?uid=1736832914555591&starName=,,,67530,1,0,0
毛衣姐姐,http://www.99doushang.com/v/rank/star/detail?uid=94707492390&starName=,,穿搭,596958,1,0,2
小伟路亚打黑,http://www.99doushang.com/v/rank/star/detail?uid=87856507983&starName=,,,132183,1,0,0
SUITUP绅士荟,http://www.99doushang.com/v/rank/star/detail?uid=399833429709243&starName=,,穿搭,239566,1,0,1
养生知识,http://www.99doushang.com/v/rank/star/detail?uid=108784137273&starName=,,情感,615021,1,1,0
EZ14的宝藏女孩,http://www.99doushang.com/v/rank/star/detail?uid=107894092597&starName=,,穿搭,187057,1,0,1
B11合唱团,http://www.99doushang.com/v/rank/star/detail?uid=62849982187&starName=,,音乐,678515,2,1,1
潘华尔姿手工毛衣,http://www.99doushang.com/v/rank/star/detail?uid=95932755832&starName=,,才艺,1909995,1,6,12
街拍Vego,http://www.99doushang.com/v/rank/star/detail?uid=84754212156&starName=,,娱乐,1679015,1,1,4
钟文泽,http://www.99doushang.com/v/rank/star/detail?uid=78810049954&starName=,,科技,455260,1,0,12
英雄联盟PBE,http://www.99doushang.com/v/rank/star/detail?uid=98093125399&starName=,,游戏,276030,4,0,7
马马特贸易商行,http://www.99doushang.com/v/rank/star/detail?uid=1701656317931597&starName=,,,35196,1,0,0
放扬的心心,http://www.99doushang.com/v/rank/star/detail?uid=105664583688&starName=,,情感,11315495,1,0,0
城,http://www.99doushang.com/v/rank/star/detail?uid=61831233693&starName=,,,12648,1,0,1
科泰集采,http://www.99doushang.com/v/rank/star/detail?uid=104140313863&starName=,,,52969,1,0,0
辣鸡秀秀            🦔,http://www.99doushang.com/v/rank/star/detail?uid=60817921513&starName=,,美女,289228,1,1,4
斯诺克球友之家,http://www.99doushang.com/v/rank/star/detail?uid=80357587232&starName=,优质台球领域创作者,,219814,1,4,5
小居倍儿甜,http://www.99doushang.com/v/rank/star/detail?uid=108372967508&starName=,,美食,513497,1,0,2
小47_,http://www.99doushang.com/v/rank/star/detail?uid=107703302155&starName=,,美女,275047,1,1,5
安安麻麻,http://www.99doushang.com/v/rank/star/detail?uid=1297028349171159&starName=,,,141244,1,0,0
你的茜茜上线啦！,http://www.99doushang.com/v/rank/star/detail?uid=4472444156918444&starName=,,美食,2349856,16,0,0
大航迷了鹿『王者荣耀』,http://www.99doushang.com/v/rank/star/detail?uid=67216204022&starName=,抖音音乐人,音乐,248106,3,0,1
合肥市衣优服装店,http://www.99doushang.com/v/rank/star/detail?uid=93568859276&starName=,,穿搭,286500,1,0,0
小酒蜗,http://www.99doushang.com/v/rank/star/detail?uid=97125778416&starName=,抖音人气好物推荐官,资讯,1431191,1,1,15
👑冷艳艳💋寵兒,http://www.99doushang.com/v/rank/star/detail?uid=59683678142&starName=,,美女,1222460,1,0,1
陈三废gg,http://www.99doushang.com/v/rank/star/detail?uid=83307044560&starName=,,搞笑,13973788,1,1,1
答案篮球,http://www.99doushang.com/v/rank/star/detail?uid=1481787285178206&starName=,优质篮球领域创作者,体育,400265,2,1,3
启启邦水果商城,http://www.99doushang.com/v/rank/star/detail?uid=3258599150468023&starName=,,美食,237739,1,2,2
瑜伽老师-Summer,http://www.99doushang.com/v/rank/star/detail?uid=63904708271&starName=,,健康,674071,1,0,0
然然然儿,http://www.99doushang.com/v/rank/star/detail?uid=3610435394477476&starName=,,,20425,1,1,0
女孩子花点钱怎么了,http://www.99doushang.com/v/rank/star/detail?uid=109013163187&starName=,,种草,550624,1,1,1
温江生产队影视,http://www.99doushang.com/v/rank/star/detail?uid=108044352967&starName=,,搞笑,8025250,1,0,0
分你一半肉肉,http://www.99doushang.com/v/rank/star/detail?uid=72522004163&starName=,,音乐,991228,1,0,0
金大班的小可爱们,http://www.99doushang.com/v/rank/star/detail?uid=109669817083&starName=,,穿搭,169810,1,0,0
涡阳春好家居用品,http://www.99doushang.com/v/rank/star/detail?uid=67483054062&starName=,,种草,441700,1,0,0
皮卡丘,http://www.99doushang.com/v/rank/star/detail?uid=52636163760&starName=,,创意,1047412,1,1,1
雨奇老师谈育儿,http://www.99doushang.com/v/rank/star/detail?uid=108676022950&starName=,,母婴育儿,644650,1,0,0
张凌云地摊创业,http://www.99doushang.com/v/rank/star/detail?uid=110715465979&starName=,,种草,465578,1,0,0
一条科技,http://www.99doushang.com/v/rank/star/detail?uid=104999297014&starName=,,科技,284495,2,0,0
贝壳妈妈说育儿,http://www.99doushang.com/v/rank/star/detail?uid=106117529975&starName=,,母婴育儿,285621,1,0,0
Abby心肝儿,http://www.99doushang.com/v/rank/star/detail?uid=58800348561&starName=,,穿搭,336584,1,1,4
玛栗小酥,http://www.99doushang.com/v/rank/star/detail?uid=106530967108&starName=,,种草,3235638,2,2,0
梁子呀,http://www.99doushang.com/v/rank/star/detail?uid=110521337126&starName=,,美女,299496,1,1,0
希希的希,http://www.99doushang.com/v/rank/star/detail?uid=2106263821878612&starName=,,情感,997907,1,0,1
（AJ美娅）胜通新零售,http://www.99doushang.com/v/rank/star/detail?uid=99821730095&starName=,,时尚,2260269,1,0,3
郭缄墨书法,http://www.99doushang.com/v/rank/star/detail?uid=80744790011&starName=,,艺术,1399816,1,0,2
阿么,http://www.99doushang.com/v/rank/star/detail?uid=96928445296&starName=,,文学,240886,1,0,0
7小姐,http://www.99doushang.com/v/rank/star/detail?uid=98140866848&starName=,,,49938,1,0,0
社交思维,http://www.99doushang.com/v/rank/star/detail?uid=110815209007&starName=,,教育,1735042,3,1,2
叶公子,http://www.99doushang.com/v/rank/star/detail?uid=110541851171&starName=,,美妆,16585733,26,0,0
阿飞和爷爷奶奶,http://www.99doushang.com/v/rank/star/detail?uid=81195831075&starName=,,生活,2825986,2,0,1
小二贰,http://www.99doushang.com/v/rank/star/detail?uid=101198098223&starName=,,,33849,1,0,0
苏夏妈妈🍀,http://www.99doushang.com/v/rank/star/detail?uid=83937474719&starName=,,,53372,1,1,0
